source,target,relationship,description,strength
妖精,大王,领导关系,妖精是大王的部下，他们之间存在领导关系。,6.5
小妖,妖精,部下关系,小妖是妖精的手下，他们之间存在部下关系。,6.0
陈清,八戒,师傅关系,陈清是八戒的师傅的儿子，他们之间存在师傅关系。,6.0
老鼋,通天河,居住地关系,老鼋住在通天河中，他们之间存在居住地关系。,6.0
菩萨,莲花池,居住地关系,菩萨住在莲花池中，他们之间存在居住地关系。,6.0
菩萨,普陀岩,道场关系,菩萨的道场位于普陀岩，他们之间存在道场关系。,6.0
菩萨,落伽山,道场关系,菩萨的道场位于落伽山，他们之间存在道场关系。,6.0
唐僧,孙悟空,师徒关系,唐僧是唐僧师徒四人中的师父，孙悟空是唐僧的大徒弟，他们之间的师徒关系在文中多次体现。,9.0
唐僧,八戒,师徒关系,八戒是唐僧的二徒弟，也是唐僧师徒四人之一，与唐僧之间有师徒关系。,8.0
唐僧,沙僧,师徒关系,沙僧是唐僧的三徒弟，同样是唐僧师徒四人之一，与唐僧之间有师徒关系。,8.0
孙悟空,金皘山,交战地点,孙悟空在金皘山与妖魔交战，这是他们交战的地方。,7.5
妖魔,金皘洞,居住地,妖魔居住在金皘洞，这是他们的居住地。,7.0
唐僧,古树参天,化斋地点,唐僧在古树参天的村庄化斋，这是他们化斋的地点。,6.5
唐僧,山坡平处,等待地点,唐僧在山坡平处等待孙悟空化斋回来，这是他们等待的地点。,6.0
孙悟空,金皘山山神土地,求助对象,孙悟空在金皘山向山神土地求助，他们是孙悟空求助的对象。,6.0
孙悟空,洞中,交战地点,孙悟空在洞中与妖魔交战，这是他们交战的地方。,6.0
孙悟空,山前,交战地点,孙悟空在山前与妖魔交战，这是他们交战的地方。,6.0
孙悟空,洞外,交战地点,孙悟空在洞外与妖魔交战，这是他们交战的地方。,6.0
孙悟空,北坡外,求助地点,孙悟空在北坡外遇到老翁，并向其求助，这是孙悟空求助的地点。,5.5
妖魔,本宫,原居地,妖魔原居在本宫，这是他们的原居地。,5.0
齐天大圣,唐僧,师徒关系,齐天大圣孙悟空作为唐僧的徒弟，一直保护唐僧西天取经，体现了师徒之间的紧密关系。,8.5
太宗,唐僧,皇帝与朝臣关系,太宗李世民作为皇帝，唐僧作为他的朝臣，虽然故事中未直接描述，但太宗派唐僧去西天取经体现了皇帝与朝臣之间的关系。,7.0
唐僧,金皘山,取经地点,唐僧前往金皘山取经，体现了取经地点与唐僧之间的关系。,8.0
唐僧,金山兜山,取经地点,唐僧前往金山兜山取经，体现了取经地点与唐僧之间的关系。,8.0
孙悟空,金皘山,交战地点,孙悟空在金皘山与兕怪交战，体现了交战地点与孙悟空之间的关系。,8.0
孙悟空,金山兜山,交战地点,孙悟空在金山兜山与兕怪交战，体现了交战地点与孙悟空之间的关系。,8.0
孙悟空,南天门,求助地点,孙悟空在南天门寻求玉帝帮助，体现了求助地点与孙悟空之间的关系。,7.5
孙悟空,灵霄殿,求助地点,孙悟空在灵霄殿寻求玉帝帮助，体现了求助地点与孙悟空之间的关系。,7.5
孙悟空,彤华宫,求助地点,孙悟空在彤华宫请求火德星君的帮助，体现了求助地点与孙悟空之间的关系。,7.5
孙悟空,乌浩宫,求助地点,孙悟空在乌浩宫请求水德星君的帮助，体现了求助地点与孙悟空之间的关系。,7.5
孙悟空,黄河,求助地点,孙悟空在黄河请求水德星君帮助施布水势，体现了求助地点与孙悟空之间的关系。,7.5
孙悟空,李天王,助战关系,孙悟空与李天王共同对抗兕大王，因此他们之间存在助战关系。,7.0
孙悟空,哪吒,助战关系,孙悟空与哪吒一同对抗妖魔，所以存在助战关系。,6.5
孙悟空,火德星君,助战关系,孙悟空曾请求火德星君协助对抗妖魔，因此存在助战关系。,6.0
孙悟空,雷公,助战关系,孙悟空请求雷公协助对抗妖魔，因此存在助战关系。,6.0
孙悟空,水伯,助战关系,孙悟空曾请求水伯协助对抗妖魔，因此存在助战关系。,5.5
孙悟空,如来,求助关系,孙悟空在对抗妖魔时遇到困难，因此向如来求助，存在求助关系。,8.0
孙悟空,太上老君,求助关系,孙悟空寻找太上老君以寻求帮助，因此存在求助关系。,7.5
孙悟空,金皘洞,活动地点,孙悟空在金皘洞与妖魔战斗，因此与金皘洞存在活动地点关系。,6.5
孙悟空,灵山,求助地点,孙悟空前往灵山求助于如来，因此与灵山存在求助地点关系。,7.0
孙悟空,离恨天兜率宫,求助地点,孙悟空在离恨天兜率宫找到太上老君，因此与离恨天兜率宫存在求助地点关系。,7.0
孙悟空,天庭,活动地点,孙悟空在天庭中与天神交流，因此与天庭存在活动地点关系。,6.0
孙悟空,南天门,活动地点,孙悟空进入南天门，因此与南天门存在活动地点关系。,5.5
孙悟空,仙宫,活动地点,孙悟空在仙宫中活动，因此与仙宫存在活动地点关系。,6.0
孙悟空,丹房,活动地点,孙悟空在丹房中寻找线索，因此与丹房存在活动地点关系。,5.5
孙悟空,牛栏,活动地点,孙悟空在牛栏中寻找线索，因此与牛栏存在活动地点关系。,5.0
孙悟空,三十三天之外离恨天兜率宫前,活动地点,孙悟空在离恨天兜率宫前与太上老君相遇，因此与三十三天之外离恨天兜率宫前存在活动地点关系。,6.0
孙悟空,灵屑殿,活动地点,孙悟空在灵屑殿中与天神交流，因此与灵屑殿存在活动地点关系。,5.5
孙悟空,斗牛宫,活动地点,孙悟空在斗牛宫中与天神交流，因此与斗牛宫存在活动地点关系。,5.0
孙悟空,兜率院,活动地点,孙悟空在兜率院中与太上老君相遇，因此与兜率院存在活动地点关系。,6.0
孙悟空,金皘洞洞口,活动地点,孙悟空在金皘洞洞口与妖魔战斗，因此与金皘洞洞口存在活动地点关系。,6.0
孙悟空,金皘洞外,活动地点,孙悟空在金皘洞外与妖魔战斗，因此与金皘洞外存在活动地点关系。,6.0
孙悟空,金皘洞深处,活动地点,孙悟空在金皘洞深处与妖魔战斗，因此与金皘洞深处存在活动地点关系。,6.0
孙悟空,灵山脚下,活动地点,孙悟空在灵山脚下活动，因此与灵山脚下存在活动地点关系。,5.5
孙悟空,三界之外,活动地点,孙悟空在超越三界之外的地方活动，因此与三界之外存在活动地点关系。,5.0
唐三藏,孙悟空,师徒关系,唐三藏是唐僧，孙悟空是他的大徒弟，两人一同西天取经，所以他们是师徒关系。,9.0
唐三藏,猪悟能,师徒关系,唐三藏是唐僧，猪悟能是他的二徒弟，两人一同西天取经，所以他们是师徒关系。,9.0
唐三藏,沙悟净,师徒关系,唐三藏是唐僧，沙悟净是他的三徒弟，两人一同西天取经，所以他们是师徒关系。,9.0
唐三藏,西梁女国,求亲关系,唐三藏作为唐僧，被西梁女国的女王求亲，所以存在求亲关系。,7.0
孙悟空,西梁女国,国界相遇,孙悟空作为唐僧的大徒弟，与唐僧师徒一同到达西梁女国，所以与国界相遇有关。,6.0
猪悟能,西梁女国,国界相遇,猪悟能作为唐僧的二徒弟，与唐僧师徒一同到达西梁女国，所以与国界相遇有关。,6.0
沙悟净,西梁女国,国界相遇,沙悟净作为唐僧的三徒弟，与唐僧师徒一同到达西梁女国，所以与国界相遇有关。,6.0
迎阳驿,唐三藏,驿站住宿,唐三藏与师徒们到达迎阳驿，并在那里住宿，所以与驿站住宿有关。,6.0
迎阳驿,孙悟空,驿站住宿,孙悟空作为唐僧的大徒弟，与唐僧师徒一同在迎阳驿住宿，所以与驿站住宿有关。,6.0
迎阳驿,猪悟能,驿站住宿,猪悟能作为唐僧的二徒弟，与唐僧师徒一同在迎阳驿住宿，所以与驿站住宿有关。,6.0
迎阳驿,沙悟净,驿站住宿,沙悟净作为唐僧的三徒弟，与唐僧师徒一同在迎阳驿住宿，所以与驿站住宿有关。,6.0
五凤楼,唐三藏,女王接待,女王在五凤楼接待唐三藏，所以与女王接待有关。,7.0
五凤楼,孙悟空,女王接待,孙悟空作为唐僧的大徒弟，与唐僧师徒一同在五凤楼受到女王接待，所以与女王接待有关。,7.0
五凤楼,猪悟能,女王接待,猪悟能作为唐僧的二徒弟，与唐僧师徒一同在五凤楼受到女王接待，所以与女王接待有关。,7.0
五凤楼,沙悟净,女王接待,沙悟净作为唐僧的三徒弟，与唐僧师徒一同在五凤楼受到女王接待，所以与女王接待有关。,7.0
金銮宝殿,唐三藏,婚礼举行,唐三藏与女王在金銮宝殿举行婚礼，所以与婚礼举行有关。,8.0
金銮宝殿,孙悟空,婚礼举行,孙悟空作为唐僧的大徒弟，与唐僧师徒一同在金銮宝殿参加婚礼，所以与婚礼举行有关。,8.0
金銮宝殿,猪悟能,婚礼举行,猪悟能作为唐僧的二徒弟，与唐僧师徒一同在金銮宝殿参加婚礼，所以与婚礼举行有关。,8.0
金銮宝殿,沙悟净,婚礼举行,沙悟净作为唐僧的三徒弟，与唐僧师徒一同在金銮宝殿参加婚礼，所以与婚礼举行有关。,8.0
孙大圣,猪八戒,师兄弟关系,孙大圣、猪八戒和沙僧是唐僧的徒弟，共同保护唐僧西天取经，因此他们是师兄弟关系。,8.0
孙大圣,沙僧,师兄弟关系,孙大圣、猪八戒和沙僧是唐僧的徒弟，共同保护唐僧西天取经，因此他们是师兄弟关系。,8.0
猪八戒,沙僧,师兄弟关系,猪八戒、沙僧和孙大圣是唐僧的徒弟，共同保护唐僧西天取经，因此他们是师兄弟关系。,8.0
唐僧,孙大圣,师徒关系,唐僧是孙大圣的师傅，孙大圣是唐僧的大徒弟，因此他们是师徒关系。,8.5
唐僧,猪八戒,师徒关系,唐僧是猪八戒的师傅，猪八戒是唐僧的二徒弟，因此他们是师徒关系。,8.5
唐僧,沙僧,师徒关系,唐僧是沙僧的师傅，沙僧是唐僧的三徒弟，因此他们是师徒关系。,8.5
女王,唐僧,相遇关系,女王在女国中遇到了唐僧，因此他们是相遇关系。,6.5
女怪,唐僧,敌对关系,女怪在琵琶洞中遇到唐僧，试图阻止唐僧取经，因此他们是敌对关系。,7.0
昴日星官,女怪,降妖关系,昴日星官被孙悟空请来降伏女怪，因此他们是降妖关系。,8.0
如来,女怪,相遇关系,女怪在雷音寺中曾与如来相遇，因此他们是相遇关系。,6.0
大力鬼王,孙悟空,对战关系,大力鬼王曾参与捉拿孙悟空，因此他们是对战关系。,6.5
二十八宿,孙悟空,对战关系,二十八宿曾参与捉拿孙悟空，因此他们是对战关系。,6.5
老子,孙悟空,锻炼关系,老子曾在八卦炉中锻炼孙悟空，因此他们是锻炼关系。,7.0
增长天王,孙悟空,相遇关系,增长天王曾与孙悟空相遇，因此他们是相遇关系。,6.0
陶张辛邓四大元帅,孙悟空,相遇关系,陶张辛邓四大元帅曾与孙悟空相遇，因此他们是相遇关系。,6.0
辛天君,孙悟空,相遇关系,辛天君曾与孙悟空相遇，因此他们是相遇关系。,6.0
陶天君,孙悟空,相遇关系,陶天君曾与孙悟空相遇，因此他们是相遇关系。,6.0
老妈妈儿,唐僧,帮助关系,老妈妈儿是观音菩萨的化身，出现帮助唐僧师徒，因此他们是帮助关系。,7.5
观音菩萨,唐僧,帮助关系,观音菩萨具有大慈大悲的形象，出现帮助唐僧师徒，因此他们是帮助关系。,9.0
玉帝,孙悟空,统治关系,玉帝是天宫中的最高统治者，孙悟空曾违反玉帝的命令，因此他们是统治关系。,6.0
天蓬元帅,猪八戒,原职关系,猪八戒原是天蓬元帅，因此他们是原职关系。,7.0
卷帘大将,沙僧,原职关系,沙僧原是卷帘大将，因此他们是原职关系。,7.0
唐三藏,孙悟空,师徒关系,唐三藏是唐僧，孙悟空是他的大徒弟，两人一同西行取经，因此存在师徒关系。,9.0
唐三藏,猪八戒,师徒关系,猪八戒是唐僧的二徒弟，两人一同西行取经，因此存在师徒关系。,9.0
唐三藏,沙悟净,师徒关系,沙悟净是唐僧的三徒弟，两人一同西行取经，因此存在师徒关系。,9.0
唐三藏,老杨,求助关系,唐三藏师徒在旅途中遇到困难，得到老杨的收留和帮助，因此存在求助关系。,7.5
唐三藏,老杨的儿子,冲突关系,老杨的儿子与贼人为伍，与唐三藏师徒产生冲突，因此存在冲突关系。,6.0
唐三藏,贼人,冲突关系,贼人拦路抢劫，与唐三藏师徒产生冲突，因此存在冲突关系。,6.0
唐三藏,白马,所有关系,白马是唐三藏的坐骑，被贼人要求留下，因此存在所有关系。,7.0
唐三藏,长安,出发地关系,长安是唐三藏的出发地，他由此地出发前往西方取经，因此存在出发地关系。,8.0
唐三藏,西方极乐城,目的地关系,西方极乐城是唐三藏的目标地，他前往那里取经，因此存在目的地关系。,8.0
唐三藏,琵琶洞,经历地关系,唐三藏师徒在琵琶洞救出蝎子精，因此存在经历地关系。,7.0
唐三藏,高山,经历地关系,唐三藏师徒在取经途中遇到高山，因此存在经历地关系。,7.0
唐三藏,平阳之地,经历地关系,唐三藏师徒在平阳之地休息，因此存在经历地关系。,7.0
唐三藏,山北下庄院,经历地关系,唐三藏师徒在山北下庄院借宿，因此存在经历地关系。,7.0
孙悟空,老杨的儿子,冲突关系,孙悟空与老杨的儿子在老杨家中发生冲突，因此存在冲突关系。,6.0
孙悟空,贼人,冲突关系,孙悟空与贼人在旅途中发生冲突，因此存在冲突关系。,7.0
猪八戒,老杨的儿子,冲突关系,猪八戒与老杨的儿子在老杨家中发生冲突，因此存在冲突关系。,6.0
猪八戒,贼人,冲突关系,猪八戒与贼人在旅途中发生冲突，因此存在冲突关系。,6.0
沙悟净,老杨的儿子,冲突关系,沙悟净与老杨的儿子在老杨家中发生冲突，因此存在冲突关系。,6.0
沙悟净,贼人,冲突关系,沙悟净与贼人在旅途中发生冲突，因此存在冲突关系。,6.0
孙悟空,白马,所有关系,孙悟空是白马的主人，因此存在所有关系。,8.0
孙悟空,长安,出发地关系,孙悟空是唐三藏的大徒弟，长安是唐三藏的出发地，因此存在出发地关系。,8.0
孙悟空,西方极乐城,目的地关系,孙悟空是唐三藏的大徒弟，西方极乐城是唐三藏的目标地，因此存在目的地关系。,8.0
孙悟空,琵琶洞,经历地关系,孙悟空是唐三藏的大徒弟，琵琶洞是唐三藏师徒救出蝎子精的地方，因此存在经历地关系。,7.0
孙悟空,高山,经历地关系,孙悟空是唐三藏的大徒弟，高山是唐三藏师徒在取经途中遇到的一座山，因此存在经历地关系。,7.0
孙悟空,平阳之地,经历地关系,孙悟空是唐三藏的大徒弟，平阳之地是唐三藏师徒在高山下的休息地，因此存在经历地关系。,7.0
孙悟空,山北下庄院,经历地关系,孙悟空是唐三藏的大徒弟，山北下庄院是唐三藏师徒借宿的地方，因此存在经历地关系。,7.0
猪八戒,长安,出发地关系,猪八戒是唐三藏的二徒弟，长安是唐三藏的出发地，因此存在出发地关系。,8.0
猪八戒,西方极乐城,目的地关系,猪八戒是唐三藏的二徒弟，西方极乐城是唐三藏的目标地，因此存在目的地关系。,8.0
猪八戒,琵琶洞,经历地关系,猪八戒是唐三藏的二徒弟，琵琶洞是唐三藏师徒救出蝎子精的地方，因此存在经历地关系。,7.0
猪八戒,高山,经历地关系,猪八戒是唐三藏的二徒弟，高山是唐三藏师徒在取经途中遇到的一座山，因此存在经历地关系。,7.0
猪八戒,平阳之地,经历地关系,猪八戒是唐三藏的二徒弟，平阳之地是唐三藏师徒在高山下的休息地，因此存在经历地关系。,7.0
猪八戒,山北下庄院,经历地关系,猪八戒是唐三藏的二徒弟，山北下庄院是唐三藏师徒借宿的地方，因此存在经历地关系。,7.0
沙悟净,长安,出发地关系,沙悟净是唐三藏的三徒弟，长安是唐三藏的出发地，因此存在出发地关系。,8.0
沙悟净,西方极乐城,目的地关系,沙悟净是唐三藏的三徒弟，西方极乐城是唐三藏的目标地，因此存在目的地关系。,8.0
沙悟净,琵琶洞,经历地关系,沙悟净是唐三藏的三徒弟，琵琶洞是唐三藏师徒救出蝎子精的地方，因此存在经历地关系。,7.0
沙悟净,高山,经历地关系,沙悟净是唐三藏的三徒弟，高山是唐三藏师徒在取经途中遇到的一座山，因此存在经历地关系。,7.0
沙悟净,平阳之地,经历地关系,沙悟净是唐三藏的三徒弟，平阳之地是唐三藏师徒在高山下的休息地，因此存在经历地关系。,7.0
沙悟净,山北下庄院,经历地关系,沙悟净是唐三藏的三徒弟，山北下庄院是唐三藏师徒借宿的地方，因此存在经历地关系。,7.0
老杨,老杨的儿子,父子关系,老杨是老杨儿子的父亲，因此存在父子关系。,8.0
老杨的儿子,贼人,同伙关系,老杨的儿子与贼人为伍，因此存在同伙关系。,7.0
贼人,白马,所有关系,贼人想要得到白马，因此存在所有关系。,7.0
贼人,长安,出发地关系,贼人可能来自长安，因此存在出发地关系。,7.0
贼人,西方极乐城,目的地关系,贼人可能前往西方极乐城，因此存在目的地关系。,7.0
贼人,琵琶洞,经历地关系,贼人在琵琶洞附近活动，因此存在经历地关系。,7.0
贼人,高山,经历地关系,贼人在高山附近活动，因此存在经历地关系。,7.0
贼人,平阳之地,经历地关系,贼人在平阳之地附近活动，因此存在经历地关系。,7.0
贼人,山北下庄院,经历地关系,贼人在山北下庄院附近活动，因此存在经历地关系。,7.0
行者,孙悟空,徒弟关系,行者指的是孙悟空，孙悟空是唐僧的大徒弟，因此他们之间存在徒弟关系。,8.5
沙僧,孙悟空,师兄弟关系,沙僧和孙悟空都是唐僧的徒弟，因此他们之间存在师兄弟关系。,8.0
唐僧,行者,师傅与徒弟关系,唐僧是孙悟空的师傅，因此他们之间存在师傅与徒弟的关系。,8.0
唐僧,沙僧,师傅与徒弟关系,唐僧是沙僧的师傅，因此他们之间存在师傅与徒弟的关系。,8.0
唐僧,猪八戒,师傅与徒弟关系,唐僧是猪八戒的师傅，因此他们之间存在师傅与徒弟的关系。,8.0
菩萨,孙悟空,佛教徒与菩萨关系,孙悟空是佛教徒，观音菩萨是佛教中的菩萨，因此他们之间存在佛教徒与菩萨的关系。,7.5
观音菩萨,孙悟空,菩萨与弟子关系,观音菩萨是孙悟空的菩萨，因此他们之间存在菩萨与弟子的关系。,7.0
如来佛祖,孙悟空,佛祖与弟子关系,如来佛祖是佛教的最高领袖，孙悟空是他的弟子，因此他们之间存在佛祖与弟子关系。,7.0
玉帝,孙悟空,天庭统治者与反抗者关系,孙悟空曾大闹天宫，反抗玉帝，因此他们之间存在天庭统治者与反抗者的关系。,6.5
地藏王菩萨,孙悟空,佛教徒与菩萨关系,孙悟空是佛教徒，地藏王菩萨是佛教中的菩萨，因此他们之间存在佛教徒与菩萨的关系。,6.0
妖精,孙悟空,对手关系,妖精是孙悟空的对手，因此他们之间存在对手关系。,6.0
沙僧,妖精,受害者与施害者关系,沙僧被妖精假扮成沙僧的样子攻击，因此他们之间存在受害者与施害者的关系。,5.5
八戒,妖精,受害者与施害者关系,八戒被妖精假扮成猪八戒的样子攻击，因此他们之间存在受害者与施害者的关系。,5.5
唐僧,妖精,受害者与施害者关系,唐僧被妖精假扮成唐僧的样子攻击，因此他们之间存在受害者与施害者的关系。,5.5
孙悟空,假行者六耳猕猴,真伪关系,孙悟空和假行者六耳猕猴在外貌和法力上极为相似，因此他们之间存在真伪关系。,5.0
唐三藏,孙行者,师徒关系,唐三藏是唐僧，孙行者是唐僧的大徒弟，他们一起西天取经，因此存在师徒关系。,8.5
唐三藏,八戒,师徒关系,唐三藏是唐僧，八戒是唐僧的二徒弟，他们一起西天取经，因此存在师徒关系。,8.5
唐三藏,沙僧,师徒关系,唐三藏是唐僧，沙僧是唐僧的三徒弟，他们一起西天取经，因此存在师徒关系。,8.5
孙行者,牛魔王,兄弟关系,孙行者和牛魔王曾经结义为兄弟，所以存在兄弟关系。,7.0
孙行者,铁扇公主,借贷关系,孙行者和铁扇公主因为芭蕉扇的存在存在借贷关系。,6.0
孙行者,红孩儿,父子关系,孙行者和红孩儿是父子关系，因为红孩儿是孙行者的儿子。,7.5
观音菩萨,孙悟空,施救关系,观音菩萨曾收服孙悟空，并帮助他解决困难，因此存在施救关系。,7.0
灵吉菩萨,孙悟空,施救关系,灵吉菩萨曾帮助孙悟空降服黄风怪，因此存在施救关系。,6.5
孙悟空,火焰山,地理关系,孙悟空需要翻越火焰山才能继续西天取经，因此存在地理关系。,7.0
孙悟空,翠云山,地理关系,孙悟空需要到达翠云山才能找到铁扇公主，因此存在地理关系。,6.5
孙悟空,芭蕉洞,地点关系,孙悟空在芭蕉洞借到了芭蕉扇，因此存在地点关系。,6.0
孙悟空,小须弥山,地理关系,孙悟空被铁扇公主扇到小须弥山，因此存在地理关系。,6.5
牛魔王,铁扇公主,夫妻关系,牛魔王和铁扇公主是夫妻关系。,7.5
铁扇公主,红孩儿,母子关系,铁扇公主和红孩儿是母子关系。,7.0
斯哈哩国,火焰山,地理位置关系,斯哈哩国位于火焰山附近，因此存在地理位置关系。,6.5
火焰山,翠云山,地理位置关系,火焰山位于翠云山附近，因此存在地理位置关系。,6.5
翠云山,芭蕉洞,地点关系,翠云山中有芭蕉洞，因此存在地点关系。,6.0
小须弥山,火焰山,地理位置关系,小须弥山和火焰山在地理位置上相邻。,6.5
牛魔王,罗刹女,夫妻关系,牛魔王是罗刹女的丈夫，他们之间的关系是夫妻关系，这在文中多次提到他们之间的互动和情感联系。,9.0
孙行者,牛魔王,求助者与被求助者关系,孙行者前来请求牛魔王帮助借芭蕉扇，体现了求助者与被求助者的关系。,7.5
孙行者,铁扇公主,求助者与被求助者关系,孙行者向铁扇公主请求借芭蕉扇，也是求助者与被求助者的关系。,7.0
牛魔王,积雷山,居住地关系,牛魔王居住在积雷山摩云洞，因此他与积雷山之间存在居住地关系。,8.0
玉面公主,积雷山摩云洞,居住地关系,玉面公主是积雷山摩云洞的狐王之女，因此她与积雷山摩云洞之间存在居住地关系。,7.5
土地,火焰山,工作地点关系,土地曾是兜率宫守炉的道人，降下后成为火焰山土地，因此他与火焰山之间存在工作地点关系。,7.0
猪八戒,唐僧,师徒关系,猪八戒是唐僧的徒弟之一，因此他们之间存在师徒关系。,8.5
老君,八卦炉,地点关系,老君将孙悟空压在八卦炉内，因此老君与八卦炉之间存在地点关系。,7.0
孙行者,火焰山,目的地关系,孙行者为了借芭蕉扇而前往火焰山，因此他与火焰山之间存在目的地关系。,7.5
孙行者,翠云山,故乡关系,孙行者来自翠云山，因此他与翠云山之间存在故乡关系。,7.0
牛魔王,碧波潭,聚会地点关系,牛魔王在碧波潭与众精散了筵席，因此他与碧波潭之间存在聚会地点关系。,7.0
老龙精,碧波潭,聚会地点关系,老龙精在碧波潭与牛魔王聚会，因此他与碧波潭之间存在聚会地点关系。,7.0
铁扇公主,芭蕉洞,居所关系,铁扇公主居住在芭蕉洞，因此她与芭蕉洞之间存在居所关系。,8.0
唐三藏,孙悟空,师徒关系,唐三藏是西天取经的主角，孙悟空是其大徒弟，两人关系紧密，共同西行取经。,9.0
唐三藏,猪悟能,师徒关系,唐三藏是西天取经的主角，猪悟能是其二徒弟，两人关系紧密，共同西行取经。,8.5
唐三藏,沙悟净,师徒关系,唐三藏是西天取经的主角，沙悟净是其三徒弟，两人关系紧密，共同西行取经。,8.0
孙悟空,猪悟能,师兄关系,孙悟空和猪悟能都是唐僧的徒弟，孙悟空是师兄，两人关系紧密，共同西行取经。,8.0
孙悟空,沙悟净,师兄关系,孙悟空和沙悟净都是唐僧的徒弟，孙悟空是师兄，两人关系紧密，共同西行取经。,7.5
猪悟能,沙悟净,师弟关系,猪悟能和沙悟净都是唐僧的徒弟，猪悟能是师兄，沙悟净是师弟，两人关系紧密，共同西行取经。,7.0
唐三藏,金光寺,所在地点,唐三藏带领徒弟们取经的过程中，曾经到达金光寺。,6.5
孙悟空,金光寺,事件发生地,孙悟空在金光寺抓捕了偷宝的妖怪。,6.0
猪悟能,金光寺,事件发生地,猪悟能在金光寺抓捕了偷宝的妖怪。,5.5
沙悟净,金光寺,事件发生地,沙悟净在金光寺抓捕了偷宝的妖怪。,5.0
万圣龙王,乱石山碧波潭,居住地,万圣龙王居住在乱石山碧波潭。,7.0
九头驸马,乱石山碧波潭,居住地,九头驸马居住在乱石山碧波潭。,6.5
王母娘娘,灵霄殿,居住地,王母娘娘居住在灵霄殿。,6.0
唐三藏,祭赛国,经过地点,唐三藏带领徒弟们取经的过程中，曾经经过祭赛国。,5.5
孙悟空,祭赛国,事件发生地,孙悟空在祭赛国抓捕了偷宝的妖怪。,5.0
猪悟能,祭赛国,事件发生地,猪悟能在祭赛国抓捕了偷宝的妖怪。,4.5
沙悟净,祭赛国,事件发生地,沙悟净在祭赛国抓捕了偷宝的妖怪。,4.0
唐三藏,孙悟空,师徒关系,唐三藏是唐僧取经的领袖，孙悟空是他的大徒弟，他们之间存在着师徒关系。,8.5
唐三藏,猪八戒,师徒关系,唐三藏是唐僧取经的领袖，猪八戒是他的二徒弟，他们之间存在着师徒关系。,8.5
唐三藏,沙僧,师徒关系,唐三藏是唐僧取经的领袖，沙僧是他的三徒弟，他们之间存在着师徒关系。,8.5
孙悟空,如来佛祖,战斗关系,孙悟空曾与如来佛祖发生过战斗，这表明他们之间存在对抗关系。,7.0
孙悟空,黄眉大王,战斗关系,孙悟空曾与黄眉大王发生过战斗，这表明他们之间存在对抗关系。,7.0
玉帝,天庭,居所关系,玉帝是天庭的最高统治者，天庭是他的居所。,8.0
北方真武,南赡部洲武当山,居所关系,北方真武是荡魔天尊，南赡部洲武当山是他的居所。,8.0
黄眉大王,小雷音寺,居所关系,黄眉大王是妖王，小雷音寺是他的居所。,8.0
如来佛祖,灵山,居所关系,如来佛祖是佛教创始人之一，灵山是他的居所。,8.0
孙大圣,武当山,求救关系,孙大圣前往武当山，请求荡魔天尊的帮助，以应对取经路上的妖魔，因此他们之间存在求救关系。,7.0
太宗,魏征,君臣关系,太宗与魏征在便殿对弈，体现了君臣关系，且太宗对魏征的评价非常高，因此认为他们之间存在紧密的君臣关系。,8.5
孙大圣,小雷音寺,求助关系,孙大圣在小雷音寺遭遇妖魔，请求帮助，因此他们之间存在求助关系。,6.0
孙大圣,小西天,求助关系,孙大圣在小西天遭遇妖魔，请求帮助，因此他们之间存在求助关系。,6.0
孙大圣,盱眙山,求助关系,孙大圣在盱眙山寻求大圣国师王菩萨的帮助，因此他们之间存在求助关系。,7.0
孙大圣,极乐世界,求助关系,孙大圣在极乐世界请求弥勒佛的帮助，因此他们之间存在求助关系。,8.0
孙大圣,大圣禅寺,求助关系,孙大圣在大圣禅寺寻求小张太子和四大神将的帮助，因此他们之间存在求助关系。,7.0
太宗,祖师,信仰关系,太宗和祖师都是道教信仰者，且太宗对祖师有崇敬之情，因此他们之间存在信仰关系。,6.5
孙大圣,玉皇,求助关系,孙大圣曾请求玉皇大帝的帮助，因此他们之间存在求助关系。,6.5
孙大圣,元始天尊,求助关系,孙大圣曾请求元始天尊的帮助，因此他们之间存在求助关系。,6.5
孙大圣,弥勒佛,求助关系,孙大圣曾请求弥勒佛的帮助，因此他们之间存在求助关系。,8.0
孙大圣,黄眉大王,对抗关系,孙大圣与黄眉大王在取经路上是对立的，因此他们之间存在对抗关系。,7.0
孙大圣,小张太子,求助关系,孙大圣曾请求小张太子和四大神将的帮助，因此他们之间存在求助关系。,7.0
孙大圣,四大神将,求助关系,孙大圣曾请求四大神将的帮助，因此他们之间存在求助关系。,7.0
孙大圣,功曹,求助关系,孙大圣曾请求功曹的帮助，因此他们之间存在求助关系。,6.5
孙大圣,妖精,对抗关系,孙大圣在取经路上与各种妖精对抗，因此他们之间存在对抗关系。,7.0
孙大圣,妖王,对抗关系,孙大圣在取经路上与妖王对抗，因此他们之间存在对抗关系。,7.0
孙大圣,日值功曹,求助关系,孙大圣曾请求日值功曹的帮助，因此他们之间存在求助关系。,6.5
唐僧,孙行者,师徒关系,唐僧是东土大唐高僧，奉唐王旨意前往西天取经，孙行者是唐僧的大徒弟，因此他们之间存在师徒关系。,9.0
唐僧,八戒,师徒关系,唐僧是东土大唐高僧，奉唐王旨意前往西天取经，八戒是唐僧的二徒弟，因此他们之间存在师徒关系。,9.0
