entity_name,entity_type,entity_description
玉堂金马,地点,形容宫殿的豪华与壮丽。
太宗,人物,这里的太宗可能指唐太宗李世民，唐朝的第二位皇帝，著名的政治家、军事家。
魏征,人物,魏征，唐朝初期政治家，文学家，以直谏敢言著称，是唐太宗的重要辅佐。
东阁,地点,东阁指的是宫廷中供皇帝休息或处理政务的地方。文中指女王宫殿中的一个具体位置。
女王,人物,女王，指的是故事中的女性统治者，她拥有一定的权势和财富，对唐僧一行人表示了极大的礼遇。
行者,人物,行者，即孙悟空，是唐僧的大徒弟，神通广大，机智勇敢，多次帮助师傅脱离险境。
唐僧,人物,唐僧，本名陈玄奘，唐朝的和尚，奉唐王之命西行取经，是孙悟空、猪八戒、沙僧的师傅。
八戒,人物,八戒，即猪八戒，唐僧的二徒弟，憨厚可爱，食量极大，擅长水战。
沙僧,人物,沙僧，沙悟净，唐僧的三徒弟，为人老实忠厚，擅长担担，是取经团队中的重要力量。
东胜神洲傲来国,地点,孙悟空的故乡，位于东胜神洲，是一个传说中的国度。
西牛贺洲乌斯庄,地点,猪八戒的故乡，位于西牛贺洲，是一个神话中的地方。
流沙河,地点,沙僧的居所，位于取经路上的一个河流，以流沙著称。
毒敌山琵琶洞,地点,文中提到的一处地点，可能是妖魔的居所，行者等人到此地进行探查。
孙大圣,人物,孙悟空，又称齐天大圣，是《西游记》中的主要角色之一，具有丰富的法力和变化能力，是唐僧的大徒弟。
行者,人物,孙悟空的别称，指其行走四方的能力，此处指孙悟空本人。
唐御弟,人物,唐僧的别称，指其是唐朝皇帝的弟弟，此处指唐僧本人。
三藏,人物,唐僧的另一个名字，全名玄奘，是唐朝的和尚，奉命西行取经。
女怪,人物,未明确指出具体身份的妖怪女性，具有法力和变化能力，与孙悟空等人发生冲突。
八戒,人物,猪八戒，是《西游记》中的角色之一，唐僧的二徒弟，原名天蓬元帅，擅长水战和用钯。
沙僧,人物,沙悟净，是《西游记》中的角色之一，唐僧的三徒弟，原名卷帘大将，性格沉稳，力大无穷。
西梁女国,地点,《西游记》中的一个虚构国家，以其女性统治者和国中全是女性居民而著名。
雷音寺,地点,《西游记》中提到的佛祖居住的地方，是佛教中极为重要的地点。
毒敌山,地点,文中提到的战斗发生地之一，可能是女怪居住的地方。
琵琶洞,地点,文中提到的地点，可能与女怪的居所相关。
太宗,人物,此处未出现太宗，但根据历史常识，太宗通常指的是唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
魏征,人物,此处未出现魏征，但根据历史常识，魏征是唐朝政治家、军事家、文学家。
行者,人物,孙悟空，唐僧的大徒弟，具有高强的武艺和神通，曾大闹天宫，后保护唐僧西天取经。
沙僧,人物,沙悟净，唐僧的三徒弟，曾是卷帘大将，因犯错被贬下凡间，后随唐僧取经。
八戒,人物,猪八戒，唐僧的二徒弟，曾是天蓬元帅，因调戏嫦娥被贬下凡，后随唐僧取经。
唐僧,人物,唐三藏，唐朝僧人玄奘的艺术化称呼，奉唐王之命西天取经。
妇人,人物,未明确指出具体身份，但从文中描述来看，是一位妖怪，曾与唐僧交涉并试图引诱他。
玉帝,人物,此处未直接出现，但提到行者大闹天宫时被玉帝差遣鬼王和二十八宿捉拿。玉帝是中国神话中的天帝。
西梁国,地点,文中提到的国家，八戒提议去那里讨膏药。
斗牛宫,地点,文中提到行者被押赴斗牛宫受罚。斗牛宫是神话中的天宫之一。
花亭子,地点,文中描述妖精曾在此处与唐僧对话，是妖精的居所的一部分。
他,人物,文中指代某人物，具体身份未明，被妖精纠缠。
我,人物,文中指代某人物，具体身份未明，被妖精捆绑。
你,人物,文中指代某人物，具体身份未明，被请求救助取经人。
妖精,人物,一个下狠的妖怪，曾与取经人发生冲突，拥有喷烟冒火和钳脚等神通。
行者,人物,孙悟空，取经人唐僧的大徒弟，拥有变化和战斗的能力。
八戒,人物,猪八戒，取经人唐僧的二徒弟，武器是钉钯，性格粗鲁。
师父,人物,唐僧，取经的主人公，被妖精困住。
奶奶,人物,文中指代妖精，被丫鬟们称呼。
小的们,人物,文中指代妖精的下属。
御弟,人物,文中指代唐僧，被妖精称呼。
老大,人物,文中指代猪八戒，被妖精称呼。
老妈妈儿,人物,观世音菩萨化身，前来帮助取经人。
兄弟们,人物,文中指代孙悟空、猪八戒和沙僧。
菩萨,人物,观世音菩萨，佛教中的菩萨，拥有救助众生的能力。
昴日星官,人物,天界的星官，有能力降伏妖精。
增长天王,人物,天界的四大天王之一，负责东天门。
南山,地点,老妈妈儿来的地方，可能是妖精所在的地点。
东天门,地点,孙悟空前往求助昴日星官的地方。
光明宫,地点,昴日星官所在的宫殿。
南海,地点,观世音菩萨的居所。
雷音寺,地点,妖精曾去听佛谈经的地方。
太宗,人物,这里指玉帝，是中国道教神话中的天帝，宇宙的最高统治者。
四元帅,人物,神话传说中的天庭四位元帅，具体指谁不确定，通常指天庭的高级将领。
行者,人物,孙悟空，又称孙行者，是中国古典小说《西游记》中的主要角色之一，具有丰富的法力和变化能力。
辛天君,人物,天庭中的将领之一。
陶天君,人物,天庭中的将领之一。
大圣,人物,指孙悟空，尊称大圣，因其曾自封为齐天大圣。
星官,人物,昴日星官，是天庭中掌管昴宿的星君，具有神力。
孙大圣,人物,即孙悟空，此处以尊称出现。
玉帝,人物,中国道教神话中的天帝，宇宙的最高统治者。
观音菩萨,人物,佛教中慈悲与智慧的化身，常在《西游记》等文学作品中出现，帮助主人公解决问题。
蝎子精,人物,《西游记》中的妖怪角色，以其毒针著名。
八戒,人物,猪八戒，是《西游记》中的角色之一，孙悟空的师弟，法号悟能，武器是钉钯。
沙僧,人物,沙悟净，《西游记》中的角色之一，孙悟空和猪八戒的师弟，法号悟净。
唐僧,人物,唐三藏，本名玄奘，是《西游记》中的主要角色之一，前往西天取经的僧人。
西梁国,地点,《西游记》中的虚构国家，位于取经的路上。
毒敌山,地点,《西游记》中的虚构地点，位于西梁国，蝎子精的巢穴所在。
琵琶洞,地点,位于毒敌山上，蝎子精的居所。
东天门,地点,天庭的门户之一。
光明宫,地点,天庭中的宫殿之一，昴日星官的居所。
观星台,地点,天庭中用于观测星象的台阁。
斗牛宫,地点,天庭中的宫殿之一。
唐太宗,人物,唐朝的皇帝，此处指唐僧，是取经团队领袖，有着慈悲为怀的性格。
八戒,人物,唐僧的二徒弟，原名猪八戒，法号悟能，具有憨厚而又贪吃的性格。
观音菩萨,人物,佛教中的菩萨，以慈悲为怀，指导唐僧一行人取经。
昴日星官,人物,天宫中的星官，被请下降帮助收伏妖精。
唐僧,人物,唐朝的僧人，奉命去西天取经，性格慈悲而坚定。
悟空,人物,唐僧的大徒弟，原名孙悟空，法号行者，具有神通广大和机智勇敢的性格。
沙和尚,人物,唐僧的三徒弟，原名沙悟净，法号悟净，为人老实本分，勤劳能干。
玉帝,人物,天宫中的皇帝，曾经封孙悟空为弼马温。
大罗天御马监,地点,天宫中孙悟空曾经工作的地方，负责养马。
高山,地点,取经途中遇到的障碍，常为妖精出没之所。
虎心,地点,强盗们拦截唐僧一行人的地点。
东家,地点,唐僧化缘得到衣服的地方之一。
西家,地点,唐僧化缘得到衣服的地方之一。
西方极乐城,地点,佛教中理想的彼岸世界，唐僧取经的目的地。
朱明时节,地点,指明亮的春天，文中用以描绘时节。
端阳,地点,中国传统节日，即端午节。
山崖,地点,山路险峻的地方。
平阳之地,地点,取经途中的一片平地，相对安全。
汨罗江,地点,中国湖南省的一条江，与端午节有关的历史地点。
太宗,人物,唐太宗，唐朝的皇帝，派遣唐僧取经的君主。
三个撞祸精,人物,指唐僧的三个徒弟，孙悟空、猪八戒和沙僧，因为他们经常引起麻烦。
八戒,人物,猪八戒，唐僧的二徒弟，憨厚而幽默，擅长水战。
长老,人物,唐僧，唐朝的僧人，奉唐太宗之命西天取经。
行者,人物,孙悟空，唐僧的大徒弟，神通广大，机智勇敢。
师父,人物,唐僧，被他的徒弟们尊称为师父。
干干净净的小和尚,人物,孙悟空变化而成的形象，用以欺骗强盗。
三藏,人物,唐僧，全名玄奘三藏，唐朝的僧人，奉命取经。
那伙强人,人物,指拦路抢劫的强盗，他们想要唐僧的买路钱。
那贼头,人物,指强盗的头目。
那长老,人物,唐僧，在被强盗吊起后获救。
那伙贼,人物,指一伙拦路抢劫的强盗，与孙悟空发生了冲突。
那贼,人物,指其中一个强盗，与孙悟空交手。
强人,人物,指那些拦路抢劫的强盗。
那一个,人物,指另一个强盗，被打败后责怪行者。
众娄罗,人物,指强盗的喽啰们，见到头目被打败后逃跑。
唐僧,人物,玄奘，唐朝的僧人，师徒四人前往西天取经。
沙僧,人物,沙悟净，唐僧的三徒弟，忠诚而力气大。
哥哥,人物,猪八戒对孙悟空的称呼。
兄弟,人物,猪八戒和孙悟空彼此之间的称呼。
那两个头儿,人物,指强盗的头目，被孙悟空打败后睡觉。
长老,人物,指唐僧，本名玄奘，唐朝僧人，奉命去西天取经。
八戒,人物,唐僧的二徒弟，本名猪悟能，法号悟能，面貌丑陋，性格憨厚。
行者,人物,唐僧的大徒弟，本名孙悟空，法号悟空，具有高强武艺和神通广大。
三藏,人物,指唐僧，本名玄奘，唐朝僧人，带领三个徒弟去西天取经。
大圣,人物,指孙悟空，尊称大圣，是唐僧的大徒弟，具有很高的法力和武艺。
沙僧,人物,唐僧的三徒弟，本名沙悟净，法号悟净，面貌丑陋，性格沉稳。
老者,人物,村庄里的老人，接待了唐僧一行人。
婆婆,人物,村庄里的妇女，对唐僧徒弟们的相貌感到惊慌。
东土大唐,地点,指唐朝，是唐僧的出发地。
西天,地点,佛教中极乐世界的代称，唐僧的目的地。
村庄,地点,唐僧一行人在旅途中借宿的地方，环境优美，民风淳朴。
太宗,人物,此处未具体指明是哪位太宗，但通常指皇帝，具有至高无上的权力和地位。
魏征,人物,魏征，字玄成，唐朝政治家、文学家，此处未具体描述其活动，但以其名可知其为历史上的著名人物。
草堂,地点,此处为一个具体的地点，可能是老者的住所，师徒四人曾在此处借宿。
妈妈儿,人物,老者的妻子，贤慧且照顾师徒四人，有携转小儿、煮饭等活动。
长老,人物,指唐僧，唐朝僧人玄奘的艺术化称谓，取经路上的领袖。
老者,人物,一位年纪七十四岁的老人，姓杨，对师徒四人的到来表示欢迎，并提供住宿。
悟空,人物,孙悟空，取经路上的主要人物之一，以神通广大、勇猛果敢著称。
沙僧,人物,沙悟净，取经路上的主要人物之一，以踏实肯干、忠心耿耿著称。
八戒,人物,猪八戒，取经路上的主要人物之一，以食量大、幽默风趣著称。
唐僧,人物,唐朝僧人玄奘，带领徒弟们去西天取经，此处具体描述了其受到老者帮助逃离贼人追捕的情景。
那厮,人物,指老者的儿子，带领一伙贼人欲对唐僧师徒不利。
东土,地点,指唐僧师徒出发的地方，即东方的唐朝。
后园,地点,老者家中的一片园地，唐僧师徒曾在草团瓢内安歇。
厨房,地点,老者家中用于烹饪的地方，缺乏柴火。
草团瓢,地点,在后园中的一个用草搭建的临时住所，唐僧师徒曾在此睡觉。
三藏,人物,唐僧，本名玄奘，唐朝高僧，奉命去西天取经。他慈悲为怀，不满孙悟空等人的杀生行为。
DD,地点,具体地点未明，文中描述有许多人聚集的地方，唐僧见到后慌忙避开。
猪八戒,人物,唐僧的二徒弟，法号悟能，原是天蓬元帅，因犯错被贬下凡，后随唐僧取经。
沙和尚,人物,唐僧的三徒弟，法号悟净，原是卷帘大将，同样因犯错被贬下凡，后加入取经团队。
行者,人物,孙悟空，唐僧的大徒弟，法号悟空，有广大神通，性格刚烈，多次因杀生被唐僧责怪。
杨老儿的儿子,人物,被孙悟空所杀的贼人，身穿黄色衣服，被指认为杨老儿的儿子。
唐僧,人物,即三藏，指同一人。
杨老儿,人物,文中未明确描述，但提到他的儿子被孙悟空所杀。
孙大圣,人物,即孙悟空，他的另一个称号。
花果山水帘洞,地点,孙悟空的故乡，他曾在那里称王。
天宫,地点,孙悟空曾想投奔的地方，但担心不被容忍久住。
海岛,地点,孙悟空考虑投奔的地方之一，有三位仙人居住。
龙宫,地点,孙悟空考虑求告的地方，龙王在那里统治水域。
普陀崖,地点,观音菩萨居住的地方，孙悟空前去告状。
善财童子,人物,观音菩萨的随从，曾与孙悟空有旧怨。
观音菩萨,人物,佛教中的大慈大悲菩萨，居住在普陀崖，倾听孙悟空的诉说。
白鹦哥,人物,观音菩萨的使者，引导孙悟空等人。
木叉,人物,观音菩萨的随从，帮助引导孙悟空。
菩萨,人物,具有菩萨称号的神仙，关心唐僧师徒的取经之路，具有预知未来的能力。
行者,人物,孙悟空的别称，唐僧的大徒弟，具有神通广大，拜见菩萨请求解除紧箍咒。
唐僧,人物,唐朝的僧人，奉命去西天取经，带领孙悟空、猪八戒和沙僧等徒弟。
孙大圣,人物,孙悟空的别称，因犯错被菩萨要求等待唐僧，继续取经之路。
八戒,人物,唐僧的二徒弟，原名猪八戒，会变化之术，负责化斋和取水。
沙僧,人物,唐僧的三徒弟，原名沙悟净，负责行李和辅助唐僧。
山南坡下,地点,八戒寻找化斋之处的地点，发现了一座草舍人家。
草舍人家,地点,位于山凹之间，人家中的人给了八戒剩饭锅巴。
东土,地点,唐僧师徒出发的地方，即唐朝本土。
西天,地点,唐僧师徒的目的地，为了取得真经。
天竺国大雷音,地点,唐僧师徒要前往的佛国圣地，大雷音寺所在。
八戒,人物,八戒，法号猪悟能，是唐僧的二徒弟，性格豁达但嘴馋身懒。
沙僧,人物,沙僧，法号沙悟净，是唐僧的三徒弟，性格沉稳，忠诚可靠。
师父,人物,师父，即唐僧，法号陈玄奘，是取经团队领袖，前往西天取经。
长老,人物,长老，这里指唐僧，对沙僧进行指导吩咐。
孙行者,人物,孙行者，法号孙悟空，是唐僧的大徒弟，神通广大，性格桀骜不驯。
东胜神洲,地点,东胜神洲，是西游记中的一个地域，花果山的所在地。
花果山,地点,花果山，是孙悟空的出生地，有许多猴精居住。
水帘洞,地点,水帘洞，位于花果山中，是孙悟空的居所。
瀛洲,地点,瀛洲，神话传说中的仙岛，沙僧前往花果山途中渡过的地方。
南海菩萨处,地点,南海菩萨处，指的是观音菩萨所在的南海，是求助之处。
西方天竺国娑婆灵山大雷音寺,地点,西方天竺国娑婆灵山大雷音寺，是取经的最终目的地。
大唐,地点,大唐，即唐朝，是取经团队的出发地。
行者,人物,孙悟空，唐僧的大徒弟，会七十二变，机智勇敢，保护唐僧西天取经。
贤弟,人物,指唐僧的二徒弟猪八戒，性格懞懂，但忠诚勇敢。
唐僧,人物,唐朝和尚，奉命西天取经，带领孙悟空、猪八戒和沙僧等徒弟。
八戒,人物,唐僧的二徒弟，原名天蓬元帅，因犯错被贬下凡，后跟随唐僧取经。
沙僧,人物,唐僧的三徒弟，原名沙悟净，忠诚朴实，擅长使用降妖宝杖。
老师父,人物,指唐僧，沙僧对其的尊称。
小的们,人物,指孙悟空在水帘洞的猴子猴孙们。
猴精,人物,变成沙僧模样的妖精，被沙僧识破并打死。
木叉行者,人物,菩萨的徒弟，协助菩萨处理事务。
菩萨,人物,指观世音菩萨，慈悲为怀，帮助唐僧师徒解决困难。
孙行者,人物,指孙悟空，木叉行者对其的称呼。
南海,地点,佛教圣地，观世音菩萨的道场，风景优美。
落伽山,地点,位于南海，是观世音菩萨的居所，环境幽静。
东海,地点,沙僧离开的地点，前往南海的途中经过。
水帘洞,地点,孙悟空的居所，位于花果山，洞口有一道水帘。
花果山,地点,孙悟空的故乡，猴子们的乐园。
潮音洞,地点,位于落伽山，是观世音菩萨的修行之地。
宝山,地点,孙悟空与猴精战斗的地方，借指落伽山。
菩萨,人物,具有神通和慈悲心肠的佛教人物，能够施展法术，识别真假。
木叉,人物,佛教神话中的神祇，具体属性和活动不详。
善财,人物,佛教神话中的神祇，具体属性和活动不详。
孙悟空,人物,《西游记》中的主要人物之一，神通广大，能够七十二变，曾是弼马温，大闹天宫。
玉帝,人物,中国神话中的天帝，掌管天界，具有至高无上的权力。
广目天王,人物,佛教神话中的四大天王之一，守护南天门。
马赵温关四大天将,人物,佛教神话中的四大天将，具体属性和活动不详。
沙僧,人物,《西游记》中的主要人物之一，唐僧的徒弟，曾到花果山寻讨行李。
唐僧,人物,《西游记》中的主要人物之一，前往西天取经的僧人。
八戒,人物,《西游记》中的主要人物之一，唐僧的徒弟，性格贪吃懒惰。
东胜神洲,地点,《西游记》中的地理名称，是孙悟空的出生地。
花果山,地点,《西游记》中的地理名称，是孙悟空的居所。
南海普陀山,地点,佛教圣地，观音菩萨的道场。
水帘洞,地点,《西游记》中的地理名称，是孙悟空的居所。
阎王前,地点,阴间地府中阎王的居所，用来折辨真假。
我,人物,故事中的第一人称，具体身份未明，可能是孙悟空。
他,人物,指代故事中的某个人物，具体身份未明，可能是孙悟空变的怪物。
洞里,地点,怪物居住的地方，有瀑布水流作为洞门。
西天,地点,唐僧师徒的目的地，取经的地方。
花果山,地点,孙悟空的故乡和居所。
背阴山,地点,两个齐天大圣打斗的地点。
森罗殿,地点,阎罗王等十殿阎王聚集的地方。
幽冥,地点,阴间，阎罗王等神明所在之地。
西梁国,地点,孙悟空与其师傅在途中经过的国家。
南海,地点,观音菩萨居住的地方。
天堂,地点,可能指天宫，众神所在的地方。
幽冥关隘,地点,阴间的关口。
大西天灵鹫仙山雷音宝刹,地点,佛祖如来讲法的地方。
孙悟空,人物,唐僧的大徒弟，有神通广大的能力，多次与怪物打斗。
三藏,人物,唐僧，唐朝僧人，前往西天取经的主角。
八戒,人物,唐僧的二徒弟，本名猪八戒，有贪吃懒惰的性格。
沙僧,人物,唐僧的三徒弟，本名沙悟净，性格沉稳可靠。
秦广王,人物,十殿阎王中的第一殿阎王。
楚江王,人物,十殿阎王中的第二殿阎王。
宋帝王,人物,十殿阎王中的第三殿阎王。
卞城王,人物,十殿阎王中的第四殿阎王。
阎罗王,人物,十殿阎王中的第五殿阎王。
平等王,人物,十殿阎王中的第六殿阎王。
泰山王,人物,十殿阎王中的第七殿阎王。
都市王,人物,十殿阎王中的第八殿阎王。
忤官王,人物,十殿阎王中的第九殿阎王。
转轮王,人物,十殿阎王中的第十殿阎王。
地藏王,人物,佛教菩萨，掌管阴间事务。
谛听,人物,地藏菩萨座下的神兽，能鉴善恶，察听贤愚。
如来,人物,佛教中的佛祖，住在西天灵鹫仙山雷音宝刹。
四大菩萨,人物,佛教中的四大菩萨，具体身份未明。
八大金刚,人物,佛教中的八大金刚，具体身份未明。
五百阿罗,人物,佛教中的五百罗汉，具体身份未明。
三千揭谛,人物,佛教中的三千揭谛，具体身份未明。
观音,人物,佛教中的菩萨，住在南海，多次帮助唐僧师徒。
我佛,人物,此处指如来佛祖，佛教中的最高领袖，具有无上的智慧和法力。
观音尊者,人物,观音菩萨，佛教中慈悲与智慧的化身，救苦救难，辅助如来教化众生。
两个行者,人物,指孙悟空和六耳猕猴，两者均具有神通广大的能力。
如来,人物,如来佛祖，佛教中的最高领袖，具有无上的智慧和法力。
四菩萨,人物,佛教中的四位菩萨，具体指哪四位在此文中没有明确说明。
八金刚,人物,佛教中的八大金刚，具体指哪八大金刚在此文中没有明确说明。
五百阿罗,人物,指五百罗汉，佛教中已经证得阿罗汉果位的修行者。
三千揭谛,人物,佛教中的三千揭谛，是守护佛教经典的护法神。
比丘僧,人物,佛教中的出家僧人，受持比丘戒。
比丘尼,人物,佛教中的出家女尼，受持比丘尼戒。
优婆塞,人物,佛教中的在家男信徒。
优婆夷,人物,佛教中的在家女信徒。
孙大圣,人物,即孙悟空，唐僧的大徒弟，具有丰富的变化和高强的武艺。
六耳猕猴,人物,具有与孙悟空相同变化能力的猴子，能够听懂千里之外的声音。
唐僧,人物,唐三藏，唐朝僧人，奉命西天取经，是孙悟空等徒弟的师傅。
沙和尚,人物,沙僧，唐僧的三徒弟，忠诚可靠，力大无穷。
猪八戒,人物,唐僧的二徒弟，原名朱悟能，憨厚而贪吃，武艺也不俗。
木叉行者,人物,观音菩萨的徒弟，辅助观音菩萨执行任务。
白鹦哥,人物,木叉行者的坐骑，一只白鹦鹉。
斯哈哩国,地点,西方路上的一个国家，位于日落之处，气候炎热。
东土大唐,地点,指唐朝的中国，是唐僧的出发地。
西方,地点,唐僧师徒取经的目的地，佛教圣地。
灵山,地点,佛教中传说的圣地，位于西方，是佛祖讲法的地方。
花果山水帘洞,地点,孙悟空的故乡，位于东胜神洲傲来国。
斯文气象,地点,指孙悟空变化出的文雅形象，以适应当地环境。
行者,人物,行者是唐僧的大徒弟，具有腾云驾雾的能力，前往西天取经的途中经过火焰山，希望借得铁扇公主的芭蕉扇以熄灭火焰山的烈火。
三藏,人物,三藏是唐朝差往西天取经的僧人，带领行者、八戒和沙僧等徒弟，途中遇到火焰山，寻求铁扇公主的帮助。
老者,人物,一位对火焰山一带情况熟悉的老人，他告诉行者铁扇公主的芭蕉扇可以熄灭火焰山的火，并指导他们前往翠云山。
铁扇仙,人物,铁扇仙，又名铁扇公主，是翠云山芭蕉洞的主人，拥有可以控制天气的芭蕉扇，被行者寻找帮助熄灭火焰山。
八戒,人物,三藏的徒弟之一，长相奇特，与行者、沙僧一起护送师傅唐僧西天取经。
沙僧,人物,三藏的徒弟之一，与行者、八戒共同护送师傅唐僧前往西天取经。
火焰山,地点,一座四季炎热，周围寸草不生的火山，位于西去之路，距离老者所在的地方六十里远。
翠云山,地点,位于西南方，山中有一仙洞名为芭蕉洞，是铁扇公主的居所，距离老者所在地方有一千四百五六十里。
芭蕉洞,地点,翠云山中的一个仙洞，是铁扇公主的居所，洞中有可以控制天气的芭蕉扇。
碧梧,地点,文中描绘的美丽景色之一，有彩凤鸣叫的碧绿梧桐树。
活水,地点,文中描述的清澈流动的水源，形象地与苍龙相联系。
曲径,地点,蜿蜒曲折的小径，两旁有荜萝垂挂。
石梯,地点,用石头砌成的梯级，藤葛攀笼其上。
翠岩,地点,绿意盎然的岩石，猿啸声在翠岩上回荡。
两林,地点,指文中提到的两片竹林，其竹荫给人凉爽如雨的感觉。
一径,地点,一条小路，花浓没绣绒，形容景色优美。
白云,地点,远岫间飘动的白云，形态变幻无常。
火焰山,地点,取经路上的一处难关，有熊熊烈火，难以通过。
芭蕉扇,地点,铁扇公主的宝物，位于昆仑山后，能灭火气。
小须弥山,地点,大圣被扇子扇到的地方，曾在此求助于灵吉菩萨。
灵吉菩萨禅院,地点,位于小须弥山，孙悟空曾经来求助灵吉菩萨的地方。
孙悟空,人物,取经的和尚，唐僧的大徒弟，具有高强的武艺和神通。
毛儿女,人物,洞中出来的女子，手中提花篮，肩上担锄子，穿着简朴。
牛大哥,人物,孙悟空的结义兄弟，罗刹女的丈夫，红孩儿的父亲。
罗刹女,人物,铁扇公主，牛魔王的妻子，红孩儿的母亲，拥有芭蕉扇。
红孩儿,人物,圣婴大王，罗刹女与牛魔王的儿子，后被观音菩萨收为善财童子。
观音菩萨,人物,佛教中的菩萨，以慈悲为怀，救度众生，收红孩儿为善财童子。
灵吉菩萨,人物,居住在小须弥山的菩萨，曾帮助孙悟空降黄风怪。
灵吉,人物,一个赐予行者定风丹和飞龙杖的菩萨。
行者,人物,孙悟空，唐僧的大徒弟，拥有筋斗云和铁棒等神器，勇敢且机智。
唐僧,人物,唐朝的僧人，前往西天取经的主角，拥有几位徒弟，包括行者。
罗刹,人物,铁扇公主，牛魔王的妻子，红孩儿的母亲，拥有一把可以扇人八万四千里远的宝贝扇子。
牛魔王,人物,罗刹女的丈夫，红孩儿的父亲，是一位强大的魔王。
红孩儿,人物,罗刹女和牛魔王的儿子，拥有强大的法力。
灵吉菩萨,人物,赐给行者定风丹的菩萨，帮助行者对抗罗刹女的扇子。
翠云山,地点,罗刹女的居所，行者前往借扇子的地方。
火焰山,地点,唐僧一行人必须越过的难关，需要借罗刹女的扇子才能熄灭火焰。
八戒,人物,八戒，唐僧的弟子之一，法号悟能，猪精化身，性格贪吃懒惰但忠勇善良。
行者,人物,行者孙悟空，唐僧的大弟子，拥有七十二变的能力和如意金箍棒，机智勇敢，多次帮助师傅渡过难关。
唐僧,人物,唐僧，唐朝僧人，奉唐王之命西天取经，是孙悟空、猪八戒、沙僧和白马的师傅。
沙僧,人物,沙僧，唐僧的弟子之一，法号悟净，原为卷帘大将，因犯错被贬下凡，踏实可靠。
土地,人物,火焰山土地，原为兜率宫守炉的道人，因失职被贬至火焰山，后帮助孙悟空等人灭火。
大力王,人物,大力王即牛魔王，是一位强大的妖怪，曾是罗刹女的丈夫，后与玉面公主结合。
罗刹女,人物,罗刹女，拥有芭蕉扇的神仙，牛魔王的妻子，铁扇公主的母亲。
玉面公主,人物,玉面公主，积雷山摩云洞的狐王之女，拥有百万家私，后与牛魔王结合。
火焰山,地点,火焰山，一座因孙悟空五百年前大闹天宫而形成的火山，位于西天取经的路上。
摩云洞,地点,摩云洞，位于积雷山上，是玉面公主和牛魔王的居所。
积雷山,地点,积雷山，山势高大，摩云洞所在之地，环境幽美，有各种奇花异草。
牛王,人物,一位拥有较高地位和力量的角色，被称为好汉，但被指为惧内的庸夫。他的山妻是罗刹女，有一柄芭蒲扇。牛王打扮威武，使用混铁棍，与孙悟空发生冲突。
女子,人物,与牛王有关系的一位女性角色，因父母无依而招牛王护身养命。她曾被一个毛脸雷公嘴的和尚吓到。
铁扇公主,人物,牛王的妻子，得道的女仙，家门严谨，内无一尺之童。她拥有一把重要的芭蒲扇。
孙悟空,人物,被称为行者，曾闹天宫，被佛祖降压在五行山下。他保护唐僧西天取经，与牛王发生冲突，请求借用芭蒲扇。
唐僧,人物,孙悟空的保护对象，前往西天见佛求经。
观音菩萨,人物,佛教中的菩萨，曾劝牛王的儿子牛圣婴归正，使其成为善财童子。
牛圣婴,人物,牛王和铁扇公主的儿子，曾捉住唐僧欲食其肉，后成为善财童子。
乱石山碧波潭,地点,一个深潭所在的地点，孙悟空追踪牛王至此后，牛王寂然不见。
好大圣,人物,孙悟空，也称齐天大圣，是中国古典名著《西游记》中的主要角色，具有丰富的变化和法力。
牛魔王,人物,牛魔王，是《西游记》中的角色，属于妖怪，具有强大的力量，是孙悟空的兄弟之一。
辟水金睛兽,人物,辟水金睛兽，传说中的一种神兽，能辟开水面，让骑乘者可在水面上行走。
孙大圣,人物,即孙悟空，在故事中因变化成螃蟹而被称为“大圣”。
老龙精,人物,故事中出现的龙精，掌管着水底的牌楼宫殿。
龙子龙孙,人物,老龙精的后代，辅助老龙精管理水族。
罗刹女,人物,罗刹女，即铁扇公主，是牛魔王的妻子，拥有一把可以扑灭火焰的扇子。
玉面公主,人物,牛魔王的一位妻子，美丽且拥有一定的法力。
火焰山,地点,《西游记》中著名的地理障碍，山上的火焰无法通过，需要铁扇公主的扇子才能扑灭。
翠云山芭蕉洞,地点,罗刹女居住的地方，位于翠云山上。
罗刹,人物,罗刹女，故事中的角色，拥有芭蕉扇，与孙悟空有纠葛。
孙大圣,人物,孙悟空，又称孙行者，取经路上的重要人物，机智勇敢，有七十二般变化。
玉山,地点,故事中的一个地点，可能是指孙悟空醉后的姿态，也暗指女子的美丽。
芭蕉洞,地点,罗刹女的居所，位于翠云山，故事中的重要场景。
碧波潭,地点,故事中的一个地点，牛魔王与众精聚会的地方。
火焰山,地点,取经路上的一个难关，需要芭蕉扇才能熄灭火焰。
天宫,地点,神话故事中的天上宫殿，孙悟空曾大闹天宫。
西天,地点,取经的最终目的地，佛教中极乐世界的代称。
翠云山,地点,芭蕉洞所在的山，故事中的重要地点。
牛魔王,人物,牛王，罗刹女的丈夫，拥有辟水金睛兽，与孙悟空有冲突。
罗刹女,人物,罗刹女，一位在故事中与牛王有纠葛的角色，被孙悟空欺骗。
牛王,人物,牛王，一位拥有金睛兽和青锋宝剑的角色，具有变化的能力，曾与孙悟空对峙。
猢狲,人物,猢狲是对孙悟空的别称，具有变化和武艺，故事中的主要角色之一。
芭蕉洞,地点,芭蕉洞是罗刹女的居所，故事中牛王和孙悟空在此发生冲突。
